sample	before_filtering_total_reads	after_filtering_total_reads	non_rRNA	num_mapped	library_types	genome
batch1_SRR2072058_SRP059713-SRA273644	16084909	14446203	730579	385688	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072059_SRP059713-SRA273644	16279250	14447791	731650	384845	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072060_SRP059713-SRA273644	15900902	14208599	743561	363431	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072061_SRP059713-SRA273644	16124830	14210343	744629	362670	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072062_SRP059713-SRA273644	19607555	17469120	896015	462757	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072063_SRP059713-SRA273644	19816796	17471381	897493	461577	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072064_SRP059713-SRA273644	26646962	23910962	1189620	622291	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072065_SRP059713-SRA273644	26866196	23911877	1190789	621178	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072066_SRP059713-SRA273644	32877395	29444643	1467568	751693	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072067_SRP059713-SRA273644	33259321	29447560	1469949	749762	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072068_SRP059713-SRA273644	34104283	30381842	1629873	819599	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072069_SRP059713-SRA273644	34864222	30386930	1633658	817411	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072070_SRP059713-SRA273644	25770005	22749258	1305092	666320	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072071_SRP059713-SRA273644	26195764	22753472	1307693	664781	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072072_SRP059713-SRA273644	23427527	20600570	1230435	616075	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072073_SRP059713-SRA273644	23734321	20603092	1232027	614984	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072074_SRP059713-SRA273644	16278584	14431241	698072	356032	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072075_SRP059713-SRA273644	16399887	14431823	698460	355674	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072076_SRP059713-SRA273644	12707098	11829143	600458	290203	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072077_SRP059713-SRA273644	12975943	11832355	602301	289453	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072078_SRP059713-SRA273644	13263732	12372901	550366	248255	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072079_SRP059713-SRA273644	13576083	12376338	552453	247569	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072080_SRP059713-SRA273644	13369024	11666468	661835	378458	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072081_SRP059713-SRA273644	13628868	11667576	662702	377258	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072082_SRP059713-SRA273644	10890407	9436262	543569	307189	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072083_SRP059713-SRA273644	10967958	9436695	543820	306972	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072084_SRP059713-SRA273644	27191581	23529623	1327708	763785	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072085_SRP059713-SRA273644	27702816	23535571	1331638	760992	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072086_SRP059713-SRA273644	18010861	16965327	949846	396355	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072087_SRP059713-SRA273644	18477348	16970576	953125	395450	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072088_SRP059713-SRA273644	17646321	15807524	938753	444133	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072089_SRP059713-SRA273644	17872472	15809094	939760	443232	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072090_SRP059713-SRA273644	11803149	11141046	641839	295418	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072091_SRP059713-SRA273644	12151378	11145015	644305	294221	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072092_SRP059713-SRA273644	17129778	14886787	1021362	550241	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072093_SRP059713-SRA273644	17215246	14886885	1021805	549674	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072094_SRP059713-SRA273644	15290138	13333262	745458	402778	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072095_SRP059713-SRA273644	15379027	13333404	745693	402266	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072096_SRP059713-SRA273644	19696374	17304671	1409387	809424	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072097_SRP059713-SRA273644	19897428	17305339	1410232	807056	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072098_SRP059713-SRA273644	13075462	11354581	744220	422397	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072099_SRP059713-SRA273644	13151756	11354831	744594	421875	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072100_SRP059713-SRA273644	12038639	10460303	718430	414610	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072101_SRP059713-SRA273644	12118880	10460530	718703	414057	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072102_SRP059713-SRA273644	15714366	13751521	1043071	577930	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072103_SRP059713-SRA273644	15912394	13752539	1043937	576490	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072104_SRP059713-SRA273644	11458401	10016940	809414	408970	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072105_SRP059713-SRA273644	11535140	10017124	809684	408337	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072106_SRP059713-SRA273644	13917403	12199860	1040845	551077	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072107_SRP059713-SRA273644	13973386	12199612	1041078	550015	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072108_SRP059713-SRA273644	15824099	13721667	1110716	575801	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072109_SRP059713-SRA273644	15894862	13721833	1111077	574882	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072110_SRP059713-SRA273644	8454133	8036849	507097	277098	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072111_SRP059713-SRA273644	8591586	8039510	508508	275768	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072112_SRP059713-SRA273644	12334137	11734447	683369	371358	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072113_SRP059713-SRA273644	12636790	11739156	685694	369698	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072114_SRP059713-SRA273644	23791340	20353984	1237427	683553	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072115_SRP059713-SRA273644	24230966	20357048	1239782	681030	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072116_SRP059713-SRA273644	14855282	12757701	919184	534912	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072117_SRP059713-SRA273644	15286164	12760411	920731	533137	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072118_SRP059713-SRA273644	10423065	9914881	615553	324722	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072119_SRP059713-SRA273644	10800996	9920296	618458	323130	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072120_SRP059713-SRA273644	8419328	8002652	600631	316456	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072121_SRP059713-SRA273644	8645297	8005835	602194	315147	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072122_SRP059713-SRA273644	13145692	12514534	1179834	645659	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072123_SRP059713-SRA273644	13450162	12517709	1181528	643517	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072124_SRP059713-SRA273644	29998266	26461159	9956393	744633	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR2072125_SRP059713-SRA273644	31282585	26462541	9957783	741877	SF	Thermosynechococcus.vestitus.BP.1_txid197221_SAMD00061106_unknown
batch1_SRR10203734_SRP223729-SRA969949	46357692	45705812	45539906	25186337	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR10203735_SRP223729-SRA969949	55682886	54716589	54361193	34464470	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR10203736_SRP223729-SRA969949	51092152	50410560	49966266	23140135	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR10203737_SRP223729-SRA969949	50005102	49319702	48926315	28335994	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR1178963_SRP038869-SRA142089	51871123	47773220	13090569	1028072	SF	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR1178965_SRP038869-SRA142089	60184454	55427398	17850026	1188352	SF	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR1178966_SRP038869-SRA142089	66194320	61353356	2064647	487032	SF	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR3181806_SRP070445-SRA354795	49272478	46391389	46041838	26254954	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR3181808_SRP070445-SRA354795	57606174	54745977	53977409	26516955	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR3181813_SRP070445-SRA354795	51877957	49000600	48778460	25629423	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR4250003_SRP089988-SRA472613	42534587	41906203	41756768	20877520	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR4250004_SRP089988-SRA472613	52664117	51983758	51864723	29592653	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR4250005_SRP089988-SRA472613	53855204	53129118	53039482	28009941	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR4250006_SRP089988-SRA472613	51577946	50872575	50709874	27009035	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260135_SRP099881-SRA538234	102203770	100494244	88726406	38850562	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260136_SRP099881-SRA538234	99273373	97268598	90767181	43085668	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260137_SRP099881-SRA538234	92305733	90150093	73042491	31624750	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260138_SRP099881-SRA538234	85245154	83196588	73768012	33481115	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260139_SRP099881-SRA538234	112281952	110055567	76840075	28759092	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260140_SRP099881-SRA538234	108853046	106904525	85295963	27359302	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260141_SRP099881-SRA538234	120502212	118253100	101973805	45164464	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260142_SRP099881-SRA538234	107379513	104508682	91899016	41108487	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260143_SRP099881-SRA538234	98509573	96714594	87308029	26245214	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260144_SRP099881-SRA538234	105746351	103950366	89462673	28149330	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260145_SRP099881-SRA538234	96428994	94592645	82483722	29933486	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260146_SRP099881-SRA538234	111986374	109943421	96160039	20156943	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260147_SRP099881-SRA538234	97494143	95460329	85303223	33758178	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260148_SRP099881-SRA538234	97203974	94443475	71194333	23296624	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260149_SRP099881-SRA538234	127941219	119895046	96221698	32814164	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR5260150_SRP099881-SRA538234	110364158	107470469	96585728	39728685	SR	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR900472_SRP026020-SRA090850	50547657	50263046	50101503	31573234	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901263_SRP026020-SRA090850	42766345	42251337	42137383	21764727	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901306_SRP070445-SRA090850	49559670	48728292	38230087	19132971	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901411_SRP070445-SRA090850	42770001	42576052	42492644	25602956	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901608_SRP070445-SRA090850	44784621	44359886	44248939	23590295	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901609_SRP070445-SRA090850	59270407	58796377	58499709	32796921	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901610_SRP070445-SRA090850	54536007	53752284	50031893	20196568	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
batch1_SRR901612_SRP070445-SRA090850	51275763	50818359	50320005	26718298	U	Trichodesmium.erythraeum.IMS101_txid203124_SAMN02598485_Oscillatoriales
